review,classification
"I really wanted to love this dress.... 

i absolutely love the fabric and the bottom of it. sadly, the top was just too ""balloon like"" and poofed out way too much. i tried putting a belt with it which helped a little bit. if the top had been just a little more fitted this would be awesome. i don't know if a smaller size would have helped the issue... i ordered a small and considered an xs but in the end just returned it.",neutral
Great colors and not too voluminous. lined whig will be great for fall but the downsides are the huge elastic waist bc it'll require a belt or something over it (looks v casual alone) and even with a perfect fit it gives a bit of muffin just bc it's a huge piece of elastic. i've literally tried this on on two occasions trying to convince myself it it. lol but it's not worth it at the current price.,neutral
"This is really a lovely jumper and looks quite nice and dressy on. my problem is a short torso, but then again this may be made for short torso loving people! i felt like i was all legs in it. i never asked anyone else's opinion, though, so not sure if its just me and my complex.
if you don't have a short torso,then you might experience the pulling the others were speaking about because the waist might hit you higher than your usual waist.

overall, i am not sure who this was designed for.. but",neutral
"I wish this fit more to the body, it really does flare out a lot,a adding volume to the person wearing it. the mustard color is beautiful, so is the pink (i ordered both to compare). but the 00 was still big on me (and p). so i passed.
fabric is light for summer, so if you are thin, not muscular, perhaps that would look great?",neutral
"I was very excited about receiving this dress. unfortunately i was a little disappointed when i opened the package, as the color was darker than on the picture.
i live in florida where the sun is always shining and although this dress has a beautiful simple design, it isn't for me as the color is too ""winter"".",neutral
I liked this top but found it to be a little dowdy. fit was slightly boxy and not a good look for me. may look better on a different body type.,neutral
Very pretty top. however you absolutely need to try it on before ordering. fit well in the chest area but way too big in the sides - i looked pregnant. had to return.,neutral
"I ordered two of these, the grey and ivory. i have had great luck with jackets and blazers from retailer. these were the exception. i just could not pull them off. the quality was great but they had little shape except being a bit boxy. i do have wider hips. maybe these would look better on someone tall and thin? for reference, i am 5'6 and about 138lbs. i ordered smalls and the sizing was perfect for me, the style was just off. i had to return both.",neutral
"I fell in love with this dress when i saw it online and due to the ""slim fit,"" i ordered a size up -- a 2 petite up from my normal 0 petite. when i received it, i was surprised about two things: 1) the material was kind of puffy (not bad, just weird), and 2) it was too big on top - rare for a petite size - even though it fit everywhere else. i wanted to love it, but had to return. would be gorgeous for someone else!",neutral
I was so excited to get this top..but it's boxy and a little itchy from the design. i just didn't think it was worth the hefty price. i'm normally a small in retailer clothing,neutral
"I wrote item ran large, but that was true only in length. it would be long for someone 5'10"" . however the bigger issue is getting it on. the style and quality are quite nice, but it does have some issues.",neutral
"I am very into the lace tops! purchased this but it's a very exaggerated swing top and on someone who is 5'3, it feels almost like a tunic. lots of extra material in the back. love the look and if you're tall enough, it should work for you!",neutral
"Love the top. love the color. love the back detail. as a larger chested woman, the shape was lost a bit. but i just couldn't resist.",neutral
I received this in the mail and it looked beautiful but the zipper was broken just like one of the other reviews. normally i would just exchange but i don't know if it's worth getting another broken one.,neutral
This shirt is nice in theory but you need to have pretty long arms to make it work. you also need to be average to tall in height.,neutral
"It's rare for a dress to completely not work on me, but this dress completely did not work on me. i'm tall and have an hourglass figure. i got this dress in my usual size s. this dress somehow made me look ridiculously pear shaped. the empire type bust of the dress made both my bust (32c) and my waist look pretty much non-existent. it looked so bad on me i actually laughed. it's a shame though, because i had been eyeing this dress for a long time. and it is a beautiful dress, but i would not rec",neutral
"Super cut but easily wrinkles. eg. i ironed it, got dressed, then bent down to tie my daughters shoe and the whole front bottom was super wrinkly. i thought that it'd go away but it didn't... just got worse by the time i got out of my car at work... front and back were noticeably wrinkled all day.",neutral
"This tank seemed like it should have been a maternity top. way too much fabric, not flattering for those of us with a larger bust. i am wearing a medium in the photos and for reference my measurements are 38-30-40.",neutral
"I really thought i would love this dress the style is really nice and the material is great. however, the length made me feel like i looked short and kind of stumpy. i feel like this dress would look really good on somebody that is more like 6ft, not my 5'6"" self.",neutral
I tried this on in the store and decided to order a larger size online. the fabric by the buttons is very thin so any pulling will cause tears the one i tried on in store was shredded by someone else trying it. i'm a 34 dd and bought a 14. before trying it on i noticed the fabric is already pulling a little right out of the package. trying to decide if it is worth keeping or will be destroyed from wearing.   it really is very cute on.,neutral
"Love the print and comfort of this tank, however, it does run about 2 sizes larger than normal. it is also not a fitted tank, it has some flow which is not exactly what i was looking for.",neutral
"I really wanted to love this t and was excited to receive it in the mail. i thought i was being realistic in assuming that is would be somewhat sheer given that there doesn't seem to be a woman's white t on the planet that isn't these days, however it was really sheer. the fit was also short and boxy (this coming from a 5'3 woman who is short-waisted) on the plus size the material is extremely soft and the design is cute. maybe if you are younger and don't mind the sheerness it's worth the gambl",neutral
"Contrary to some of the reviews posted the dress is not excessively sheer. you can't see black underwear thru the fabric, but you can see the body's silhouette in front of a light source. it's not lingerie sheer, but more like a medium weight gauze (without the wrinkles). if you're older or modest the sheerness may bother, otherwise (due to the print) it shouldn't be much of a factor.

now on to the size... i'm a plus size girl (size 18) and based on reviews saying the dress was huge, i ordere",neutral
It's a very pretty top. a little tight in front at the bust. i'm giving it 3 stars because the fabric is very flimsy and looks cheap.,neutral
I bought this dress on super sale and it was such a great deal. sadly it's going back although i sized down i still feel like the dress is shapeless and tent like. no wonder why the store had so many still at the price i paid. the details on the dress are pretty and it's high quality. just wish the fit was better.,neutral
"This coat is absolutely beautiful - an instant stunner. the style is very classy and timeless. it is definitely more of a lightweight coat than true cold weather wear. yes, it does run large, but that is the cozy look of it. it is not meant to be form-fitting. my one gripe is that - especially at the price point - if it's not going to be especially warm, it should at least be otherwise functional. the coat i received has pockets cut on the outside, but they are sewn shut. a coat without pockets?",neutral
"I am a 36dd, 10/12 in tops and 12/14 in bottoms.

i tried both the navy/red pattern and the green polka dot. color and patterns on both are gorgeous. the fabric is very comfortable and a nice fit on the bottom half. size large fit perfectly in the waist however i had gapping across the bust. size xlarge fit ok in the front of the bust, but was loose in the back, gapping at the neck, and the waist was very loose. cute and comfy but only recommended for smaller busted gals.",neutral
"But-the problem is i cannot get the color to stay below the shoulders. the large appeal of this top is the over the shoulder look-but in just trying it on it would pop off the shoulders and make a cowl neck kind of top that didn't lay right. if it would have stayed it would have been a real win for me. i like the quality of the fabric and the longs sleeves, but i can't get the desired look to work out so this is going back.",neutral
"I wear a size 4 and i ordered the small for this top. it is huge and gave me a maternity-look that i wasn't going for. i was hoping for a loose, body-skimming fit as shown on the model in the picture but that wasn't happening with this top.",neutral
"I loved the dog on this sweater, and i rushed into the store to buy it. once i tried it on, like others, i did find it to be itchy, but that i could deal with using a tank or something. what bothered me the most was the way the arms were cut. my arms looked much bigger than they are, so sadly i left it at the store. it really is a cute sweater though...",neutral
The top was very nice and i liked the material. my problem was getting it on with the cami being attached to the top. it took me a while to figure it out. and for that reason alone i returned it.,neutral
"I have to say being a silk lover, decision was hard to make. the quality is phenomenal. i do agree to a reviewer that said it's pj like. i tried it with belt, didn't help much with the look somehow. it just felt empty. my daughter who i usually turn for opinions said ""ewww, grandma""... i know, truth hurts.

i can't exchange for a smaller size either because the fabric is not stretchy and i'm afraid the extra small would confine my arm movement. on top of that, the background is more peachy tha",neutral
Loved the style and color/design but this dress was simply too short in the front. the slip was also slightly tight over hips. i wish this was longer!,neutral
I liked that this was a unique take on a sweatshirt. pretty seam down the back and weight of material. i'm going to return it because i wish it was a little more of a loose/baggy fit and under-pattern is darker than i thought.,neutral
"This is an oversized tee with a somewhat flattering fit. material is very thin. i ordered white, which was completely see-through. not at all what i was expecting. might work better in a darker color, but i returned it since it was nothing special.",neutral
"Such quality went in to this dress - it is beautiful. the torso is lined and the tulle is not super poofy at the waist. it is, however, not made for the busty gal. i am a 32 dd, the fabric comes in at the arm pits making for narrow coverage around the chest. also this dress is short waisted, it is almost an empire on me. i wish it worked, as it is lovely. perhaps it will work on the someone super thin? so sad about it!",neutral
"The colors on this top are beautiful, even more vibrant than the online picture. i was so excited to try it on. the problem is with the fitting. it's too short and too loose. you can see in the picture that the shirt isn't even tucked in and it barely hits the hips. as much as i wanted it to work, back it goes.",neutral
"The fabric is really itchy, i felt like i was wearing a carpet, and it reminded me of the 70's fabric crimplene. this will not be comfy in humid weather. the top also had a strange synthetic odor.it was returned.",neutral
"I loved the fit, color and style, but the fabric seemed very thin and cheap. i was worried that it would tear easily. this is getting returned.",neutral
"This shirt arrived today, and i was surprised how short it is. not a tunic at all. i wonder if the lengths on these vary, and if i order it again, it would be a different length. i ordered my normal size, xs petite. i'm 5-2"", so this should have been a tunic on me. perhaps if i see this shirt in the store, i'll try on the regular length. i'm returning the petite!",neutral
"Ordered it because i am fan of floral dresses.
i found that colors are not as bright as pictured, overall color looks beige in real life. fabric has nice weight, not too heavy nor too light, it is not itchy, but not very soft either. good dress for colder weather. the sizing was right, i got my usual m and i am 5'10'' 145lb. the dress has a side zipper, but i did not need it. the dress is slimming and close to the body. the cut did not work for me: sleeves were too short, i had to pull them up t",neutral
"I own the essential slims and love them, so i figured i could order these in my normal size and they'd fit great. i was way off. they were uncomfortably tight in the calves (which is understandable - i'm a runner so my calves are disproportionately large) and uncomfortable in the waist. i decided to order one size bigger and pretty much had the same problem in the calves. the high waist was also still unflattering and uncomfortable. these might be great for hour glass shape with skinny calves. t",neutral
"I was so excited to receive this romper. it's a great material, but it's actually a bit drab. the colors are very bland and the flowers just hang. it's not flattering as it is very roomy.",neutral
This would be perfect except for the ridiculous attached scarf. the material is so soft and luxe. the colors are richer in person and perfectly go with everything. but the attached scarf ruins everything!! the scarf is not flattering and takes away form the cute buttons on the front. if the scarf could be removed it would be a great sweater coat. so disappointing.,neutral
"I'm 5'2"", weigh 120 lb.. i ordered p6 and found the torso too short. if i bent forward or kneeled down that fabric would ride ride up into my butt big time. the top was a little loose too. i'm 35ab cup. i love the colors and geometric design. sadly i have to return.",neutral
These run small. i normally wear 28 on ag stevie's and paige jeans so i ordered these in 28 and they were very tight. otherwise very well made and super cute but i had to return them.,neutral
"The fabric was a beautiful color, but the material and seams were not well put together. the elastic in the arm was stretched before i tried on the dress so the sleeves did not fit well. i unfortunately ended up returning.",neutral
This shirt is comfortable and looks just like the picture. my only complaint is that it is quite boxy so not very flattering. the colors and details are great. the material is good quality and thick. if you are looking for a light t-shirt this is not for you,neutral
"I wanted to love this dress. i've been looking for a cute, flattering red dress for ages and snapped this up on sale online, thinking it was finally the one. when i tried it on i found the shape flattering, even to my recently pregnant figure. other than that, i was highly disappointed for two reasons. one, quality issues, as mentioned by a previous reviewer - the slip is sewn in totally unevenly, resulting in it sticking up above the neckline on one side, with several threads poking up above th",neutral
 The air con in our room was not working and we requested for another room since we checked in but they didn t provide until the next day The light in the bathroom was not working either We were not informed that the parking dedicated for the hotel was limited to 3 cars only and it had to be booked We sent an email to the manager with our complaints but they didn t reply No Positive,bad
 The room was not as per the picture the safe did not work there was no shower and the bath tub plug did not work breakfast was poor and had no selection Overall terrible and I would not prescribe anyone to stay there Absolutely terrible all round Gbb The room was not as per the picture the safe did not work there was no shower and the bath tub plug did not work breakfast was poor and had no selection Overall terrible and I would not prescribe anyone to stay there Absolutely terrible all round ,bad
 Thieves I paid in advance via Paypal On arrival I advised I had already paid They requested my creditcard in case I used room service The thieves debited the room rate again No Positive,bad
 The food was disgusting and came to the table with foreign objects included personal to whoever cooked it which put everyone off their food Staff did not understand English which made communication very difficult Ordering a taxi took 20 minutes to convince reception that we did not want to go to the airport we want to go to the theater overall very bad experience will never stay there again  The rooms were comfortable enough,bad
 Tiny rooms useless staff bad bathrooms I am shocked how a bed and breakfast place like this can get a 4 star hotel rating  Location ,bad
 The hotel is so bad the bath room water is not all the time there and it happain many time and they do care about that customer Just the location,bad
 The name of the hotel is very misleading It s miles from the San Siro and in the middle of nowhere cost an absolute fortune for taxi to the airport due to the terrible locationNo Positive,bad
 Unhelpful staff late allocation of room which resulted in a missed dinner appointment the room should have had Sky TV it didnt the bath was rusty the tiles were stained Used the fact that i booked through Booking com that the room was not correct  Breakfast,bad
 Room was extremely small The road outside of the hotel was perpetually lined with honking traffic it was so hard for the uber driver to stop and pick passengers up The hotel also does not serve breakfast Lastly the hotel does not even have the facilities to store our luggage for 2 nights while we sightsee in paris even though we have booked for the subsequent 5 nights in the deluxe suite In the end the options they gave was 1 Ask my pregnant wife to lug the luggage to the train station to store it there 2 Find another hotel I cancelled the remaining nights and found a more reputable one that stored our luggage  The staff were polite enough Hotel looks new ,bad
 Twin Room is too small for movement Inconvenient for those with big and heavy luggage need to carry up the steps Would expect ramp available to push roll up and down luggage  Location is fantastic ,bad
 Room were tiny The fan on the room was always on as it was broken which made the night very uncomfortable I mentioned this at checkout and all they said was sorry Won t be going there again There are better hotels  The pizza ,bad
 The room we had was awful absolutely stunk of cigarette smoke Had to pay to use the Wifi which is such a joke after paying so much to stay there and don t think the service was up to standard for a Hilton Hotel as stayed in many before over the world No Positive,bad
 Room was tiny and not as advertised Room was dirty Some staff could have been friendlier Leaving the next day,bad
 location location,bad
 The Price is so high that nothing worth no service Bad communication GoshNo Positive,bad
 Stayed in Annex not main hotel which was very poor Not made clear in advert Very disappointed indeed No Positive,bad
 Terrible value for money and old fashioned Poor breakfastNo Positive,bad
 Some of hot food wasnt very hot  Choice of cereals and fruit ,bad
 The rooms were dirty and very old It was disgusting to stay there The hotel is in great need of renovations  Location only ,bad
 Every time the toilet flushed there was a very loud noise that lasted for 5 mins and was very disturbing especially in the middle of the night When I told reception in the morning there was no interest and not even an apology Very unhelpful  The bed was comfy Nice breakfast,bad
 Cold water overnight in the shower Poor breakfast  Nothing,bad
 Everybody I don t like the hotel rooms staff,bad
 Staff was so bad No body help us,bad
 4 start Hotel should do more than a poor service Every thing is chargeable even water The size of the room is so small and the design Is very strange can not understand it The matters and pillow is very poor quality and had strong headaches every day morning  The staff is frindey ,bad
 Old dirty hotel unfriendly staff breakfast is also poor  Location,bad
 A lot of things the service was horrendous I booked for 2 adults 2 children but was not allowed to open a sofa bed even after paying a supplement for a room upgrade because for some reason the room I booked was only for 2 peoples The hotel is in a good location very central,bad
 Squeaky bed but didn t mention it as staff were so lovelyNo Positive,bad
 honestly it dosnt worth to say it is 5 star hotel as i travel a lot and always stay in 5 star hotels and comparing to others this property absolutely dosnt worth 4 stars the housekeeping cleaners start from early morning closing doors and opening doors aggressively that make noise at the corridor without caring that some people are still sleeping secondly they knock the door once or twice and they enter the room without permission in addition 3 nights i am calling the room service late night and they never pickup and i end with the reception answering me and i ordered through them moreover at the day of check out at 9 30 am we have received a call from the reception saying that your check out today yes i know that my check out is today but why do they call me early morning so i woke up thirsty and tried to open the fridge and it was locked because i am checking out today but still it is 9 30 am we have till noon i called the housekeeping to get me some water because they didn t put the night before bottles when they cleaned the room and the housekeeping answered me with full confident we don t have water we distribute after 6 00 pm is this a service we get in a 5 star hotel finally at 11 00am the girl from reception called me to say that you are checking out today and i am trying to withdraw from the card but it dosnt authorize i dont know who authorized her to take from my card and the bill was full of mistakes when i went down and reviewed my bill this is absolutely not normal for a 5 star hotel and i dont understand why is the price for rooms are so high and the service is too bad it is not insulting to your staff but really this property should train their staff up to the standards of 5 star hotels staff should serve the guests  i have upgraded to a room that has balcony and the room was fair in size,bad
 Reception staff was very rude Location,bad
 I am pretty sure this place is run by children No Positive,bad
 The room is too small and the breakfast isn t variety Also price it too high  Nothing,bad
 Extremely impolite personnel particularly in the restaurant Room not propely cleaned Room in serious need of refurbishment  Proximity to the office,bad
 I was stayed 3 night but the shower was broken at all 3 days They arranged other room for shower only Its made me trouble  Location is good,bad
 Black decorations Tiny lobby poor breakfast variety small room staff with no experience the location the Hotel from outside doesn t look like a Hotel definitely I would never come back again  Bathroom,bad
 Simply horrible Only one receptionist was nice and helpful the one from Kenya Close to the city centre No Positive,bad
 The floors creaked We requested lower level room because our children are small and like to run The signs in the room warned on theft but at 1am someone tried to break into our room Shook the door and was banging Thankfully we lock our doors at all times The downstairs smelled like smoke The desk people were outside when we got in The bathrooms had bodily hair for a lack of better words all over the shower and sink The carpets were disgusting and coming up The towels were small hand towels I highly regret staying here Such a waste of money  Nothing ,bad
 Room was cramped and sofa bed not good mold and missing tiles in bathroom and a half hour queue for toast cereals excepted so much more for the money paid Nice area,bad
 The staff was very rude They were not friendly in the welcome they seemed upset when we joined the breakfast last minutr and they appeared to be more friendly only when leaving the hotel Indeed they were the most rude staff I have ever seen in a 4 stars hotel  The hotel was clean and we had a good deal ,bad
 We see at hotel rat No Positive,bad
 Service was shocking We were giving two single beds pushed together asked if we could have double blanket and never received Ordered food and drinks didn t come on two occasions both times had to re order and received wrong food got drinks when food was finished that s how long we waited Paid for shuttle bus staff didn t take note and was asked for it again Room was filthy dirty underware left under bed room very dusty and unclean Staff not very professional When we arrived we were told there was a rooftop party and we couldn t go because tickets where sold out would have been nice to be told about this party when we booked room Instead we had to listen to the music from our room below same evening lifts broke and we were all stuck downstairs with all the party goers for 30 minutes Not a pleasent stay for such a pleasent place  The 17th floor bar food was nice Mattress was comfy even if it did slip apart Shuttle bus made things easier Nice walk to city but takes an hour ,bad
 front desk doesn t know what they are doing Took us 1 5 hours to check in Rooms are very filthy Beds are falling apart stinky rooms ants flies al over the place spent first night terminating ant and flies Fire trap No regards to public health and safety Location,bad
 Old hotel Ugly rooms  Nothing,bad
 EVERYTHING except the location HOW does booking com appraise this hotel with 4 starts You are deceiving your costumers This hotel deserve 2 starts at max If you would like to try living in a cave then welcome to this hotel The rooms are extremely small the price is very high very poor treatment from the staff Very noisy and dirty HONESTLY this was the only bad part of my visit to London  ONLY location,bad
 Unclean toilet and bathroom cracked floors and the wood on the floor was breaking off bed was awful broke my back channel selection was poor  Nothing,bad
 The room was not clean the bathroom was really dirty so that we needed to tell the staff to clean the bathroom to take a shower which was really not clean in the end The rooms looking at the garden were dark the ones on the road side were really noisy The hotel was with 4 stars which in my opinion not even close to 2 stars You can think of the hotel as a hostel  There is a tram line in front of the hotel but travelling in milano is easy for other parts as well nothing special for this hotel ,bad
 well i booked a room with a bath online and after a really tired day out when i went to my room there was only a shower and not very clean either also i asked to have a room with a bath and was told there was none left not true as the hotel was half empty that night also when i called reception and asked for a charger for just half an hour i was told there would be a charge of 5 pounds plus 20 deposit ludicrous as i paid a lot to stay there i then later found out that there where free chargers in the bar why wernt we told this it was really bad service and lack of knowledge of staff not knowing whats available and zero customer service i would hope to have my money refunded back in full as i do not warrant the stay a very pleasant one  only the location which wasnt the best either ,bad
 Everything Extremely run down rooms windows that don t lock but are easy to open with one finger I didn t like the fact that they charged me 10 hour for my room that was already ready A strange man entered my room with a key whole I was sleeping and the hotel had no explanation but that I should think nothing of it I was nervous to sleep both nights I was there To top it off the front desk man had horrendous body odour I will never go back  The lobby ,bad
 Absolutely no room in the standard sized rooms Also the receptionist who checked us in expected 4 of us to sleep in 1 small double bed She argued with us when we said we had booked 2 rooms Very rude  good breakfast,bad
 They didn t have a bellman an had to Cary my own luggaue then to make matter worst the elevator wasn t working I asks to be refunded an the manger refused Are they expecting to Cary my two bags to third floor You better refend my money that I didn t even stay and I suggest no one to stay at This hotel with ruad management  Non ,bad
 no swimming pool as advertised no gym facility not child friendly poor access poor breakfast buffet choices TV channel limited close to underground and very good local shops and dinners,bad
 Bed was too hard free wifi but difficult to connect and no nice eateries nearby I booked due to proximity to Nou camp only big mistake Handy 10 minute walk to Nou Camp,bad
 Tv was placed in the worst possible position away from the bed you could not see the tv from the bed Went downstairs to reception to ask for water and i was told u can order room service only for the guy on the other line to tell me ill be charged 5 Terrible experience No Positive,bad
 Money is everything here No favor No service Expensive Not friendly reception Seperated beds 4 star Come on No sleepers in the room Book wrongly and could not cancel from booking com Feeling on the enemy land  Nothing then the bicyle in the rest ,bad
 noise noise and noise once again We got a quiet room facing some dumpster better than facing the street and I mean it but extremely thin walls made us hear everything I mean absolutely everything couple upstairs having romantic moments or using toilet neighbours moving their luggage neighbours talking to each other people walking on corridors Also there was some shouting in the middle of the night included in the package deal that woke us up 2 nights out of 3 people were shouting from floor below us and we could hear them very well very poor facilities no bar no really waiting area no nothing staff they were not bad they just did not care We had the fastest check in out in the world and I do not mean it in a positive way We got zero information about hotel facilities if there are any breakfast etc we just got a room key and wifi password Another thing is how the receptionist lady checked if our room is ready she basically started yelling like crazy to somebody upstairs and after several shouts she got confirmation that the room is ready yay our room was cleaned although we left card saying we do not wish it to be cleaned As I do not want to leave this part of my review blank for the first time since I joined booking com let me say that the receptionist gentleman was ok as he at least smiled,bad
 Everything Nothing,bad
 Everything The staff are arrogant and not helpful Not clean The floors are dirty the bathroom is always full of water Cleaners don t change dirty bed blankets pillows linens The wifi is crappy slow and keeps disconnecting You won t sleep at night due to the drunk noisy guys outside the hotel Whatever you ask the staff about the hot spots in Barcelona they will answer you using their restaurant and bar but not to go outside the hotel  Just the space of the room but nothing ealse,bad
 The whole experience of over 300 euro per day we would have expected better service  Location and nothing else,bad
 Bed sheets were filthy stains on the sheets and little tiny hairs Room was very small with no window asked for a different room but they could not change this for our 2 night stay Staff at reception were quite open to conplain to each other about background matters very unprofessional  Location was good right on Edgeware Road ,bad
 The cooked breakfast was poor the room was tiny and the reception space lifts and corridors to the rooms were very tired I stayed here for my 30th birthday treat It didn t feel like a treat The pictures of the rooms and the hotel were not a fair representation I wouldn t stay again The position is great Shame the same couldn t be said for the rest of it I felt disappointed  The bed was comfortable,bad
 The room we booked through Booking com was 377 SQ with a king bed The room they gave us was a double size bed and probably 200 square feet We had a very hard time to get a king size bed which we originally booked for We couldn t help but thinking they could cheat on a lot of non English speakers  Location only ,bad
 Everything else The staff,bad
 Room smelt like urineNo Positive,bad
 Everything else about the hotel was crappy No where near 4 star Hotel was tired the toilet flush didn t function properly and was leaking all night and the maintanence could come only in the morning There were construction around and extremely loud  Location was decent,bad
 Rooms are small and unclean bed sheet were dirty and covered in hair Room full of dust and needs a deep clean Arrived in the evening to check in to be told that we had to pay 50 deposit when I questioned this the receptionist was very rude to us Felt more like a inconvenience then a guest Don t bother paying for breakfast it s bread no toaster cereal and fruit not worth the money Hotel is way over priced and I m very surprised it s a best western very poor hotel in general Close to train station,bad
 EVERYTHING The rooms are very dirty with very old furniture the carpet very old and all the hotel was in a horrible situationNo Positive,bad
 Our original room was disgusting Underground in the suite building Nothing like the photos on booking com Horrible dirty tiled floor Sewage smells coming from the bathroom ripped curtains a big metal worktop and kitchen area that looked like something from a horror film ripped wall paper air con didn t work so room was sweltering Not good for a pregnant customer I was so shocked at the standard of room we had been put in compared to what was advertised Awful When I complained we were moved to a room in the main building It was tiny but at least was clean and air con worked It was decorated in the same style as advertised unlike the original room which felt like the staffs quarters Although we were moved I felt it ruined our visit as we felt akward that there was no explanation or apology given so we felt like we were not welcome I simply can not understand how that room could be used under what is being advertised on your site We felt cheated Not nice when I d put a note in the booking explaining it was the last few days of our honeymoon  our second room was clean I didn t have to fight too hard to be moved from the original room ,bad
 the toilet in our room is not flashing the facilities in room are old  great location,bad
 Everything except location Nothing,bad
 No hot water for morning shower 3 days in a row No wifi for 3 days and nights Booked a double bed and got a room with three single beds When I spoke to manager said that they were fully booked and that was all they could give me I asked for a refund but they refused to give me one Tube station 100 yards away is being repaited until July 2016 No Positive,bad
 That definitely is not a 4 star hotel needs a lot of upgradesNo Positive,bad
 The first room was not clean The room was claustrophobic and very basic without even a desk chair or somewhere to put luggage Half used toiletries in the bathroom Noisy air conditioning Poor shower Poor breakfast Not a pleasant stay  The staff were friendly and helpful and gave me another room when I informed them that the initial room was not clean ,bad
 The queen bed was extremely uncomfortable and hard We ve also requested a single bed it was so small that you could not turn right or left and if you do you find yourself on the floor  only the location was good,bad
 Dirty rooms bad bathrooms carpet coming up loud train the whole time Terrible Dirty loud,bad
 The room given No 504 is certainly dose NOT have the standard of an Executive Deluxe Room as defined by your hotel reservation and marketing department What was worse the window in this Executive Deluxe Room was over looking into a Utility Shaft not bigger than 2 5m by 2 5m This is really scandalous and shameful Finally The next day I have to check out and moved into another HotelNo Positive,bad
 I booked a basic double and got a 7 2 sqm dirty stinking prison cabinet broken bed could only be entered by crawling over the foot end Unsafe exit automatic doors didn t open 25 minutes for check in When I returned to ask for the double room as booked they just said take it or leave it but you will have to pay anyway Ergo Do not go there fraud and unsafe No Positive,bad
 This hotel is supposed to be a 4 accommodation However given our experience it can be said it s no more than 2 We booked a deluxe twin room with 2 twin beds When we arrived there we got a twin room with one bed We told the front desk about this They reacted very customer unfriendly and told us there was no such thing like a twin room with two twin beds They also said that this was not their responsibility and that we should have booked from their own site and not with booking com because the information on their own site is supposedly correct We were very upset about their reaction and wanted to cancel the booking but the booking was already paid for and they said that we were free to go but they would not give our money back First they offered us to look for a room type we wanted in one of their other Park hotels When we asked them to do this they took a step back and said that they would charge us extra for this So we had to accept the room anyhow They also said that they were fully booked and there was no other room available however on every online hotel site there was the possibility to book an room on the same day More interestingly we made the booking in Euros and were charged more than 20 Euros more than our initial booking without any explanation When we were settled in the room it seemed to us the room was very cold and that the heater did not work The heater was blowing cold air even that we set it on maximum heat temperature Remarkably we discovered an electrical heating unit in the closet When we called the reception that the heater did not work they first said it was working OK and that we would have to wait to heat up That did not happen the room was only getting colder because the blower just blew cold air Mid januari in London that is not nice We called again and finally somebody came and said there was indeed a malfunction However they told us not being able to repair it until next day  Absolutely nothing ,bad
 Worst beds ever  Nothing,bad
 No good sarvec tha breakfast boor Tha lift is not working good It was my birthday I was not happy And the price too mush for this sarvec Room so good,bad
 Noisy dirty small unconfortable Location ,bad
 No free wifi uncomfortable bed outdated decor unfriendly staff Location only,bad
 Room horribleNo Positive,bad
 The room was small and the condition was average e g The carpet in the room and in the hallway was worn Most unsatisfactory was that the air conditioning only worked when turned to 5 degrees which it didn t actually get anywhere near and only with the fan speed going full blast all night The result was a warm and noisy and not very restful night  The lobby was a comfortable place to sit while waiting for our train,bad
 Being charged twice  I was charged twice On two differnt cards and no one from the hotel would speek to me over the phone i was told to email them I emailed them and i have herd nothing from them Terrible customer service I wont be coming back ,bad
 Hotel needs to be updated bedroom very small and basicNo Positive,bad
 The breakfast was decent  Location in a dirty and dangerous part of Paris with obvious drug deals being conducted just outside the closest metro When we asked to be moved the man at the front desk refused and I was charged for a double room and only got a regular room ,bad
 Noise Location,bad
 Everything Nothing,bad
 Very tiny box room Overpriced rooms for 260 and had appauling view Nothing,bad
 I had a rat in my room and the staff did not want to move me from the room There is nothing to like about this hotel,bad
 Almost everything I was very disappointed The pictures on booking com were very different from the actual rooms Rooms are old incredibly small I had to choose between using the bed to open my bag or sleep in it There was no room to open my travel bag I ve travelled to 53 countries so far and been to hundreds of hotels around the world This hotel does not deserve 4 stars Staff dont speak good English and are not that much helpful The stairs in the room the amenities everything is below what u find in 2 stars in other places Highly NOT RECOMMENDED  The only postitive thing about the hotel is the location near paddington station,bad
 Price of executive rooms not worth money Just a standard room Views onto a brick wall Very noisy lifts not adequate with so many guest and cases Poor Nothing comes to mind,bad
 Double room Tiny room lacking desk chair fireplace clothes storage all as advertised in the room description Had to pile luggage up in front of door thereby blocking exit in fire or other emergency Told management not interested Asked for change of room none available Asked for refund and move to a safer hotel refused by manager who did not even come to inspect the room Room smelt of damp as shower had obviously been leaking for some time and carpet was stained and saturated Raised issues again on check out no apology not interested again Avoid  Good location,bad
 The 140 pound a night room stunk of smoke was freezing cold and constant noise coming from the heating system which you can t turn off The carpet was dirty and dust everywhere We were unable to sleep so early hours moved to another room with the same problem The last thing you need when you ve had a whole day shopping in london On arrival we knew we d made a bad decision the decor was dated there was people all over the place drinking cans of Stella and couldn t get any staff to help us with anything After complaining and requesting a refund as it completely ruined our stay and 140 pound for the service just isn t good enough We were offered a COMPLIMENTARY UPGRADE for next time we stay We won t be staying ever again and an UPGRADE costs 20 pound on top of minimum 140 so what are they playing at Britannia far from it no one is British in there and I wouldn t ever recommend this to my worst enemy  Location was ok,bad
 Rude staff Dirty sheet Long waiting time  Nothing,bad
